O,H,L,C,V,T,BV
0.00178338,0.00178338,0.00178338,0.00178338,13,2018-06-05T06:20:00,0.02318394
0.00178338,0.00178338,0.00178338,0.00178338,0.75,2018-06-05T06:21:00,0.00133753
0.00178338,0.00178338,0.00178338,0.00178338,0.03796221,2018-06-05T06:23:00,0.0000677
0.00178338,0.00178338,0.00178338,0.00178338,1.5,2018-06-05T06:27:00,0.00267506
0.00179674,0.00179674,0.00179674,0.00179674,5.56563553,2018-06-05T06:28:00,0.00999999
0.00179578,0.00179578,0.00179578,0.00179578,14.74215658,2018-06-05T06:30:00,0.02647366
0.00179911,0.0017993,0.00179911,0.0017993,160.2754249,2018-06-05T06:35:00,0.28837026
0.00179991,0.00180225,0.00178948,0.00180225,4.88540852,2018-06-05T06:38:00,0.00879486
0.0017911,0.00180553,0.0017911,0.00180553,10.27507177,2018-06-05T06:40:00,0.01840765
0.00180689,0.00180689,0.00180689,0.00180689,3.24697428,2018-06-05T06:43:00,0.00586692
0.00179043,0.00179043,0.00179038,0.00179038,15.59566219,2018-06-05T06:49:00,0.02792241
0.00179148,0.00179148,0.00179148,0.00179148,3.26248001,2018-06-05T06:50:00,0.00584466
0.00180012,0.00180649,0.00180012,0.00180649,5.29065258,2018-06-05T07:00:00,0.00953814
0.0018058,0.0018058,0.0018058,0.0018058,3,2018-06-05T07:02:00,0.0054174
0.00180252,0.00180252,0.00180252,0.00180252,55.37711817,2018-06-05T07:10:00,0.09981836
0.00180039,0.00180039,0.00180039,0.00180039,11.12732114,2018-06-05T07:12:00,0.02003351
0.0018,0.0018,0.0018,0.0018,6,2018-06-05T07:14:00,0.0108
0.00178795,0.0018,0.00178492,0.0018,99.652,2018-06-05T07:23:00,0.17798075
0.00178796,0.00178796,0.00178796,0.00178796,2.85,2018-06-05T07:24:00,0.00509568
0.00178796,0.00178796,0.00178796,0.00178796,15,2018-06-05T07:25:00,0.0268194
0.00179849,0.00179849,0.00179849,0.00179849,2.10754142,2018-06-05T07:33:00,0.00379039
0.00178723,0.00178723,0.00178723,0.00178723,40.68936157,2018-06-05T07:41:00,0.07272124
0.00178492,0.00178492,0.00178492,0.00178492,3.26246934,2018-06-05T07:59:00,0.00582324
0.00179644,0.00179644,0.00179644,0.00179644,3.53187939,2018-06-05T08:00:00,0.0063448
0.00178492,0.00178492,0.00178492,0.00178492,2.09313505,2018-06-05T08:07:00,0.00373607
